2.661340000000000146e+02 -2.879080000000000084e+01 0.000000000000000000e+00 2.780000000000000249e-01 8.339999999999999858e+00 8.880000000000000089e-04
2.664300000000000068e+02 -2.894699999999999918e+01 2.000000000000000042e-03 -2.400000000000000050e-02 8.339999999999999858e+00 1.889999999999999970e-03
2.662559999999999718e+02 -2.884949999999999903e+01 6.000000000000000125e-03 1.570000000000000007e-01 8.359999999999999432e+00 4.440000000000000058e-01
2.668829999999999814e+02 -2.918140000000000001e+01 7.000000000000000146e-03 -4.839999999999999858e-01 1.500000000000000000e+00 2.999999999999999889e-01
2.664329999999999927e+02 -2.893560000000000088e+01 1.299999999999999940e-02 -2.000000000000000042e-02 8.359999999999999432e+00 1.149999999999999981e-02
2.663790000000000191e+02 -2.890439999999999898e+01 1.499999999999999944e-02 3.599999999999999728e-02 8.339999999999999858e+00 5.509999999999999490e-04
2.664669999999999845e+02 -2.894510000000000005e+01 2.100000000000000130e-02 -5.099999999999999672e-02 8.349999999999999645e+00 1.529999999999999893e-03
2.662649999999999864e+02 -2.883579999999999899e+01 2.199999999999999872e-02 1.570000000000000007e-01 8.419999999999999929e+00 1.550000000000000044e+00
2.663020000000000209e+02 -2.885539999999999949e+01 2.199999999999999872e-02 1.189999999999999947e-01 8.339999999999999858e+00 0.000000000000000000e+00
2.668990000000000009e+02 -2.917210000000000036e+01 2.299999999999999961e-02 -4.919999999999999929e-01 1.500000000000000000e+00 2.999999999999999889e-01
2.667649999999999864e+02 -2.909189999999999898e+01 2.999999999999999889e-02 -3.499999999999999778e-01 7.759999999999999787e+00 4.889999999999999902e-01
2.664019999999999868e+02 -2.889870000000000161e+01 3.099999999999999978e-02 2.199999999999999872e-02 8.359999999999999432e+00 3.860000000000000150e-03
2.664200000000000159e+02 -2.890380000000000038e+01 3.500000000000000333e-02 5.000000000000000104e-03 8.410000000000000142e+00 9.389999999999999736e-02
2.662740000000000009e+02 -2.882160000000000011e+01 3.799999999999999906e-02 1.580000000000000016e-01 8.500000000000000000e+00 1.239999999999999991e+00
