0.000000000000000000e+00 2.780000000000000249e-01 8.339999999999999858e+00
2.000000000000000042e-03 -2.400000000000000050e-02 8.339999999999999858e+00
6.000000000000000125e-03 1.570000000000000007e-01 8.359999999999999432e+00
7.000000000000000146e-03 -4.839999999999999858e-01 1.500000000000000000e+00
1.299999999999999940e-02 -2.000000000000000042e-02 8.359999999999999432e+00
1.499999999999999944e-02 3.599999999999999728e-02 8.339999999999999858e+00
2.100000000000000130e-02 -5.099999999999999672e-02 8.349999999999999645e+00
2.199999999999999872e-02 1.570000000000000007e-01 8.419999999999999929e+00
2.199999999999999872e-02 1.189999999999999947e-01 8.339999999999999858e+00
2.299999999999999961e-02 -4.919999999999999929e-01 1.500000000000000000e+00
2.999999999999999889e-02 -3.499999999999999778e-01 7.759999999999999787e+00
3.099999999999999978e-02 2.199999999999999872e-02 8.359999999999999432e+00
3.500000000000000333e-02 5.000000000000000104e-03 8.410000000000000142e+00
3.599999999999999728e-02 2.030000000000000138e-01 4.956000000000000227e+01
3.799999999999999906e-02 1.580000000000000016e-01 8.500000000000000000e+00
4.299999999999999656e-02 5.099999999999999672e-02 8.390000000000000568e+00
4.599999999999999922e-02 1.650000000000000078e-01 1.381000000000000050e+01
4.900000000000000189e-02 2.600000000000000089e-01 8.720000000000000639e+00
5.099999999999999672e-02 1.950000000000000067e-01 1.090000000000000036e+01
5.099999999999999672e-02 2.800000000000000058e-02 8.369999999999999218e+00
5.099999999999999672e-02 -8.000000000000000167e-02 8.359999999999999432e+00
5.099999999999999672e-02 -6.700000000000000400e-01 8.259999999999999787e+00
5.500000000000000028e-02 -2.109999999999999931e-01 1.500000000000000000e+00
5.600000000000000117e-02 2.299999999999999961e-02 8.369999999999999218e+00
6.099999999999999867e-02 -2.210000000000000020e-01 1.500000000000000000e+00
6.199999999999999956e-02 -7.799999999999999989e-02 8.369999999999999218e+00
6.199999999999999956e-02 -6.979999999999999538e-01 8.220000000000000639e+00
6.900000000000000577e-02 4.800000000000000100e-02 8.470000000000000639e+00
7.099999999999999367e-02 -4.269999999999999907e-01 1.500000000000000000e+00
7.099999999999999367e-02 2.119999999999999940e-01 4.709999999999999964e+00
7.199999999999999456e-02 2.439999999999999947e-01 6.610000000000000320e+00
7.299999999999999545e-02 -7.299999999999999545e-02 8.369999999999999218e+00
7.599999999999999811e-02 -1.469999999999999918e-01 8.710000000000000853e+00
7.799999999999999989e-02 -9.299999999999999933e-02 8.410000000000000142e+00
8.300000000000000433e-02 -1.000000000000000021e-02 8.380000000000000782e+00
8.400000000000000522e-02 1.610000000000000042e-01 8.869999999999999218e+00
8.400000000000000522e-02 -6.420000000000000151e-01 8.460000000000000853e+00
8.599999999999999312e-02 -6.250000000000000000e-01 8.460000000000000853e+00
8.799999999999999489e-02 -6.109999999999999876e-01 8.460000000000000853e+00
8.999999999999999667e-02 2.630000000000000115e-01 9.009999999999999787e+00
8.999999999999999667e-02 -6.630000000000000338e-01 8.210000000000000853e+00
9.199999999999999845e-02 3.459999999999999742e-01 7.570000000000000284e+00
9.500000000000000111e-02 3.180000000000000049e-01 9.000000000000000000e+00
9.500000000000000111e-02 -1.079999999999999988e-01 8.460000000000000853e+00
9.700000000000000289e-02 -7.580000000000000071e-01 1.500000000000000000e+00
9.700000000000000289e-02 -1.660000000000000087e-01 8.449999999999999289e+00
1.000000000000000056e-01 -8.300000000000000433e-02 8.380000000000000782e+00
1.010000000000000064e-01 1.749999999999999889e-01 8.359999999999999432e+00
1.049999999999999961e-01 1.499999999999999944e-01 8.359999999999999432e+00
1.069999999999999979e-01 -7.129999999999999671e-01 8.560000000000000497e+00
1.069999999999999979e-01 -6.099999999999999867e-02 8.380000000000000782e+00
1.079999999999999988e-01 -8.200000000000000344e-02 8.380000000000000782e+00
1.110000000000000014e-01 2.000000000000000042e-03 8.390000000000000568e+00
