ID	l [deg]	b [deg]	Area [pc^2]	Distance [kpc]	Flag	Mass [M_o]	# of distance points
169 	36.71949999999833 	-0.4901666666666176    	21.33779603949647    	8.71	A	298.3903943709472  	2 
170 	36.69649999999833 	-0.29049999999997095   	6.823264599691449    	8.93	A	141.1935156090659  	1 
171 	36.68549999999833 	0.8291666666665837     	0.8145271499200625   	2.73	A	23.63890597850762  	1 
172 	36.636833333331666	-0.28516666666663815   	5.060657805115047    	4.91	A	107.30316010881954 	1 
173 	36.63649999999834 	-0.19949999999998005   	8.840711359335275    	8.89	A	273.6806498343202  	1 
174 	36.62983333333167 	0.869499999999913      	0.9603125082312197   	2.7 	A	34.15204468788558  	2 
175 	36.602166666665   	0.8924999999999107     	0.8216924759460164   	2.69	A	27.384542864187534 	1 
176 	36.571833333331675	0.07949999999999205    	39.455103026651855   	9.88	A	1050.4914340884973 	3 
177 	36.569166666665005	0.8411666666665826     	0.024407734762306645 	0.92	B	1.1723897353489536 	1 
178 	36.55316666666501 	0.8431666666665824     	0.5368986812162359   	2.64	B	18.765580830555038 	1 
179 	36.53583333333168 	0.33083333333330023    	50.20646045731792    	9.18	A	757.077357009581   	2 
180 	36.47516666666502 	0.6324999999999368     	2.4758100032355386   	9.18	B	87.29743462987804  	1 
181 	36.47049999999835 	0.6204999999999379     	3.0606780486311833   	9.1 	B	125.47789164696366 	1 
182 	36.46583333333169 	0.7148333333332618     	4.203696879999281    	9.17	A	33.36479957377922  	1 
183 	36.448499999998354	0.6098333333332724     	1.7815976260710291   	4.2 	B	78.32121452394442  	1 
184 	36.44816666666502 	0.6418333333332691     	17.015918157305222   	9.22	B	479.8432988914053  	1 
185 	36.436166666665024	0.5938333333332739     	3.999779544996115    	8.96	B	96.98529895764916  	1 
186 	36.41549999999835 	0.6568333333332677     	2.5837494936185474   	9.22	A	50.52331188308985  	1 
187 	36.454499999998355	0.08749999999999125    	27.054974710263764   	9.95	A	630.9308634951409  	1 
188 	36.40083333333169 	-0.2508333333333082    	11.35075689130108    	8.97	A	202.98320337394833 	1 
189 	36.346833333331695	-0.08683333333332466   	1.7038232073770871   	2.02	A	31.44419837068184  	3 
190 	36.29549999999837 	0.32949999999996704    	2.4182678674073803   	8.21	B	213.77225781291042 	1 
191 	36.29816666666503 	0.31349999999996864    	0.10696881343630105  	3.09	B	8.16541116037303   	1 
192 	36.19883333333171 	0.07083333333332625    	10.406716497323599   	8.55	A	575.6656920170665  	1 
193 	36.11016666666506 	0.5548333333332778     	16.213780261543356   	8.96	A	1231.381572794714  	1 
194 	36.09216666666506 	-0.3914999999999608    	4.285214677856881    	8.32	A	107.00313837629916 	1 
195 	36.080499999998395	0.32116666666663457    	2.7707611575197464   	7.79	A	146.9424032992804  	1 
196 	36.01083333333173 	-0.19716666666664695   	3.6516658986060326   	5.28	A	420.1000611608996  	1 
197 	35.99616666666506 	-0.17216666666664943   	0.13978343390413497  	3.25	A	1.4633386108046025 	1 
198 	36.03749999999839 	-0.5098333333332824    	2.251788828993962    	9.95	A	25.35153698319881  	1 
199 	36.01449999999839 	-0.49683333333328367   	34.66243282982929    	9.93	A	797.8684653337231  	2 
200 	35.839833333331754	-0.22783333333331054   	0.4550927897415527   	1.83	B	36.917545734858734 	1 
201 	35.81683333333175 	-0.19383333333331393   	0.4528258269034877   	1.83	B	27.944767148971223 	2 
202 	35.79283333333176 	-0.17649999999998234   	1.5890810413910206   	9.89	B	69.73086321984007  	1 
203 	35.679833333331764	-0.17449999999998253   	3.729613840920838    	1.8 	A	88.6826538729187   	4 
204 	35.47783333333179 	-0.3101666666666356    	28.15681815115122    	2.78	A	783.7613316746265  	7 
205 	35.50116666666512 	-0.3324999999999667    	38.33667869775542    	9.34	A	632.9426127066686  	1 
206 	35.49849999999845 	-0.30549999999996946   	0.4468970242157668   	4.25	A	10.232105517261497 	1 
207 	35.853166666665075	0.2604999999999739     	1.2016827445370928   	1.87	A	90.16397900165806  	2 
208 	35.679166666665104	0.12683333333332064    	3.0364138766741853   	1.84	B	50.932053129891685 	2 
209 	35.63216666666511 	0.14083333333331924    	0.16489544752563035  	1.84	A	3.4607425011946895 	1 
210 	35.60849999999844 	0.11183333333332214    	7.342904578524012    	4.94	B	361.91895965408736 	1 
211 	35.537499999998445	0.14449999999998553    	9.964544525907051    	4.94	B	395.57022694070884 	1 
212 	35.82349999999842 	-0.10849999999998915   	0.18772682437155017  	1.81	A	3.6200059471604655 	1 
213 	35.81649999999842 	0.21649999999997832    	1.9797738670251854   	6.76	A	23.430724810822095 	1 
214 	35.78249999999842 	0.24583333333330873    	2.812386176850549    	1.86	A	73.67386835435795  	1 
215 	35.58749999999844 	-0.9724999999999028    	4.673151152460263    	2.15	A	214.7464414050814  	3 
216 	35.49549999999845 	-0.04183333333332914   	3.2894451081188545   	6.23	A	338.54318425497604 	1 
217 	35.45516666666512 	0.23416666666664324    	2.6801330209491026   	2.97	A	104.59894132614339 	1 
218 	35.448833333331784	0.2674999999999732     	32.10015862399652    	6.79	A	1190.325493849293  	1 
219 	35.42683333333179 	0.33749999999996627    	2.4483435643454814   	7.89	A	110.39139942163915 	1 
220 	35.488833333331776	0.45016666666662164    	2.9295214951331467   	7.81	A	100.37670424930485 	1 
221 	35.44649999999846 	-0.018833333333331446  	21.22931301348206    	7.51	A	1032.2972801004141 	1 
222 	35.44283333333179 	-0.008499999999999147  	1.1399322141307802   	5.92	A	142.9822270864549  	1 
223 	35.48016666666512 	0.15349999999998465    	0.9170004194751268   	9.02	A	13.78364044459053  	1 
224 	35.428833333331795	0.13849999999998613    	15.55690920093605    	4.42	A	991.990275734141   	1 
225 	35.42449999999846 	0.09916666666665674    	0.33730524494753206  	4.77	A	7.519506956157216  	1 
226 	35.40983333333179 	0.42716666666662395    	28.07646539646198    	7.7 	A	632.249296803712   	2 
227 	35.3628333333318  	0.452833333333288      	1.594409053910969    	5.69	A	23.367585039658998 	1 
228 	35.3328333333318  	0.43283333333329005    	23.364941475937925   	5.69	A	439.77259877979685 	2 
229 	35.4058333333318  	-0.5964999999999403    	0.5410707213976572   	2.24	A	12.944585637558184 	1 
230 	35.38549999999846 	0.020499999999997937   	88.0879475575947     	7.92	A	2120.82325731254   	3 
231 	35.35516666666513 	-0.10849999999998915   	23.01599642030082    	5.67	A	661.5972927614332  	1 
232 	35.36316666666513 	-0.9724999999999028    	5.100126481731461    	2.33	A	98.72064079346849  	3 
233 	35.343499999998464	-0.9124999999999087    	1.0947586049377227   	3.83	A	6.7826505416866825 	1 
234 	35.291166666665134	-0.902833333333243     	7.901465674007006    	2.32	A	134.85318808344292 	6 
235 	35.31649999999847 	0.12983333333332034    	29.94330652497464    	4.62	A	659.1747262025044  	1 
236 	35.361499999998465	0.14249999999998575    	5.682523081384414    	9.31	A	92.7254597938323   	1 
237 	35.34183333333179 	0.23783333333330955    	13.404152510506682   	8.96	B	357.54581796281275 	1 
238 	35.30749999999846 	0.25583333333330777    	2.156801332836555    	4.15	B	85.88193135382822  	1 
239 	35.28449999999847 	0.25149999999997485    	5.331564088292038    	8.24	B	104.58269520087175 	1 
240 	35.21183333333181 	-0.7748333333332558    	26.697977126980938   	2.18	A	978.6072983675001  	19
241 	35.31849999999847 	-0.43283333333329      	6.988831288624774    	2.68	A	333.6347108934149  	1 
242 	35.17916666666515 	0.3281666666666338     	4.605799181553361    	3.09	A	190.10341015137766 	1 
243 	35.259499999998475	0.42583333333329076    	5.74079038944212     	5.57	B	121.95294466818793 	1 
244 	35.23449999999848 	0.44483333333328884    	2.4949913966187083   	5.57	B	117.96393201527908 	1 
245 	35.216166666665146	0.47516666666661916    	7.59995133095054     	8.02	B	431.5577109162478  	2 
246 	35.21283333333181 	0.40716666666662593    	3.4545365769541188   	8.81	B	73.30172961569154  	1 
247 	35.03616666666516 	-0.20516666666664612   	10.570347227476475   	5.37	A	246.97776552986625 	1 
248 	34.98716666666517 	-0.2571666666666409    	0.6418694379187471   	2.74	A	28.29627524254569  	1 
249 	35.0024999999985  	0.35483333333329786    	0.9283605101420184   	2.3 	A	14.81420006027566  	1 
250 	34.94983333333183 	0.15716666666665094    	22.82601307469943    	9.38	A	666.8390084296578  	1 
251 	34.88816666666518 	0.30616666666663606    	9.366072963779084    	3.09	A	295.7025463772754  	1 
252 	34.833499999998516	0.42583333333329076    	51.08197098236502    	3.34	A	1300.2997164355263 	9 
253 	34.85716666666518 	0.46049999999995395    	0.19617143863683723  	3.22	A	4.943905913790501  	1 
254 	34.839499999998516	-0.8571666666665809    	4.948616939022731    	2.8 	A	79.61852684888453  	1 
255 	34.785499999998514	-0.5574999999999442    	14.290093691087973   	2.72	B	775.2369541229987  	5 
256 	34.74549999999852 	-0.49483333333328383   	1.4781646671192161   	2.72	B	34.8887904305089   	1 
257 	34.72316666666519 	-0.4924999999999507    	0.14699011682178212  	2.72	B	8.81132493478939   	1 
258 	34.71883333333186 	-0.5014999999999498    	0.39682968540423924  	4.79	B	20.631762652683072 	1 
259 	34.77349999999852 	-0.8078333333332526    	14.616848917857693   	2.8 	A	274.06278575987244 	8 
260 	34.76616666666519 	-0.00849999999999915   	55.3376290652135     	8.38	A	3593.417365574628  	1 
261 	34.738166666665194	-0.11916666666665474   	13.686192025604136   	4.58	B	406.97704657930603 	3 
262 	34.735166666665194	-0.06283333333332704   	5.134373169613205    	9.17	B	74.54954204069482  	1 
263 	34.685166666665204	-0.7281666666665938    	2.923953565933373    	2.8 	A	56.62091992424165  	1 
264 	34.64083333333187 	0.09916666666665674    	27.90424495599749    	7.84	A	408.6547695166554  	1 
265 	34.62416666666521 	-1.0264999999998974    	0.23221172404020812  	0.83	A	3.0257435798109484 	1 
266 	34.57249999999854 	-0.00649999999999935   	10.230556047150982   	9.23	A	917.9916949084047  	1 
267 	34.56083333333188 	-0.09316666666665735   	7.8728582804172165   	7.88	A	166.29164264365497 	1 
268 	34.53316666666521 	0.27349999999997265    	2.8443651572738675   	4.5 	A	124.60674609802305 	1 
269 	34.53683333333188 	0.32483333333330083    	1.9835332521419335   	3.5 	B	99.6665985693137   	1 
270 	34.44283333333188 	0.24983333333330834    	8.064323109147285    	3.5 	B	1347.6851666400798 	3 
271 	34.44049999999855 	0.23416666666664324    	0.12272697379473502  	3.5 	B	13.53762184616644  	1 
272 	34.462499999998556	-0.9854999999999015    	0.25368617920504266  	0.93	A	3.889056837759839  	1 
273 	34.45549999999856 	0.00549999999999945    	15.595069291886622   	8.45	A	1498.0637282892048 	1 
274 	34.373499999998565	-0.6621666666666004    	0.8207969785785125   	0.83	A	14.834646699994533 	3 
275 	34.339166666665236	-0.6991666666665968    	0.022354857046868886 	0.8 	A	0.6487017816642336 	1 
276 	34.32849999999857 	-0.32416666666663424   	74.77642901490594    	8.52	A	2558.5233901122933 	2 
277 	34.296833333331904	-0.10083333333332324   	31.968870049308748   	9.12	A	546.6339640779546  	1 
278 	34.293833333331904	-0.19249999999998074   	2.9567993826096317   	3.07	A	72.53232250290836  	2 
279 	34.259166666665244	0.17316666666664934    	11.823220161096177   	3.4 	A	1110.514590839718  	2 
