ID	l [deg]	b [deg]	Area [pc^2]	Distance [kpc]	Flag	Mass [kg]	# of distance points
253 	34.85716666666518 	0.46049999999995395    	1.961714386357306e-05 	3.22	A	375676.74116737186	1 
254 	34.839499999998516	-0.8571666666665809    	0.0004948616938994816 	2.8 	A	6050040.034075639 	1 
255 	34.785499999998514	-0.5574999999999442    	0.0014290093691007365 	2.72	B	58908583.1397132  	5 
256 	34.74549999999852 	-0.49483333333328383   	0.0001478164667110878 	2.72	B	2651123.8928808584	1 
257 	34.72316666666519 	-0.4924999999999507    	1.4699011682095296e-05	2.72	B	669553.566469581  	1 
258 	34.71883333333186 	-0.5014999999999498    	3.968296854020007e-05 	4.79	B	1567763.119495949 	1 
259 	34.77349999999852 	-0.8078333333332526    	0.001461684891777524  	2.8 	A	20825439.647289243	8 
260 	34.76616666666519 	-0.00849999999999915   	0.005533762906490135  	8.38	A	273056030.8172005 	1 
261 	34.738166666665194	-0.11916666666665474   	0.001368619202552693  	4.58	B	30925307.490654275	3 
262 	34.735166666665194	-0.06283333333332704   	0.0005134373169584241 	9.17	B	5664858.817650022 	1 
263 	34.685166666665204	-0.7281666666665938    	0.0002923953565916879 	2.8 	A	4302501.513975855 	1 
264 	34.64083333333187 	0.09916666666665674    	0.002790424495584008  	7.84	A	31052794.036044843	1 
265 	34.62416666666521 	-1.0264999999998974    	2.322117240388982e-05 	0.83	A	229919.72490834957	1 
266 	34.57249999999854 	-0.00649999999999935   	0.001023055604709327  	9.23	A	69756207.81939411 	1 
267 	34.56083333333188 	-0.09316666666665735   	0.0007872858280372807 	7.88	A	12636143.057957213	1 
268 	34.53316666666521 	0.27349999999997265    	0.00028443651572578223	4.5 	A	9468597.727759888 	1 
269 	34.53683333333188 	0.32483333333330083    	0.00019835332521307442	3.5 	B	7573449.7392668305	1 
270 	34.44283333333188 	0.24983333333330834    	0.0008064323109101793 	3.5 	B	102407687.43407883	3 
